id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5442300807,6/24/2014,2700000.0,5,2.75,3831,13800,2.0,YES,EXCELLENT,Average,9 Better,3831,0.0,1959,1980.0,98040,47.5919,-122.251,3850,36563
6190701112,11/25/2014,396000.0,3,1.0,1980,9540,1.0,NO,NONE,Average,7 Average,1080,900.0,1949,0.0,98133,47.7551,-122.353,1680,9529
2680700280,4/2/2015,809000.0,4,1.75,1790,8372,1.0,NO,NONE,Good,8 Good,1340,450.0,1976,,98033,47.6605,-122.189,2180,10500
1025059181,7/22/2014,480000.0,3,2.0,1580,7400,1.0,NO,NONE,Average,7 Average,1050,530.0,1977,0.0,98052,47.6715,-122.162,1560,7458
3856900005,9/9/2014,535000.0,6,1.75,2460,6000,1.0,NO,NONE,Good,7 Average,1230,1230.0,1913,0.0,98115,47.6721,-122.323,1560,4275
4302700425,2/13/2015,425000.0,5,2.75,2110,5120,2.0,NO,NONE,Average,7 Average,1870,240.0,1947,1983.0,98106,47.5294,-122.35700000000001,1580,5120
6824100005,8/1/2014,408000.0,3,2.5,1470,1204,3.0,NO,NONE,Average,8 Good,1470,0.0,2006,0.0,98117,47.6998,-122.366,1460,1245
3625600190,4/9/2015,1260000.0,4,2.5,3510,13100,2.0,NO,NONE,Good,10 Very Good,3510,0.0,1966,,98040,47.5306,-122.227,3230,12745
7588700177,4/20/2015,310000.0,1,0.75,520,2885,1.0,NO,NONE,Good,6 Low Average,520,0.0,1947,0.0,98117,47.6886,-122.37799999999999,980,4241
3303950080,11/3/2014,292000.0,3,2.5,1950,7421,2.0,NO,NONE,Average,8 Good,1950,0.0,1996,0.0,98038,47.3842,-122.036,2200,4668
985000950,2/27/2015,217000.0,2,1.0,770,9715,1.0,NO,NONE,Good,6 Low Average,770,0.0,1942,0.0,98168,47.4924,-122.31200000000001,1140,9715
8011100005,1/27/2015,398500.0,4,2.5,2250,6064,2.0,NO,NONE,Average,8 Good,2250,0.0,2005,0.0,98056,47.4956,-122.17399999999999,1520,7840
5316100980,3/26/2015,2250000.0,3,3.0,4040,7200,1.5,NO,AVERAGE,Good,9 Better,3340,700.0,1930,0.0,98112,47.6288,-122.28399999999999,3450,10800
6819100345,3/25/2015,700000.0,4,1.75,2360,6000,1.0,,NONE,Average,7 Average,1280,1080.0,1955,0.0,98109,47.6465,-122.35700000000001,1700,3460
3276930420,9/12/2014,585000.0,4,2.5,2330,45860,2.0,NO,NONE,Average,9 Better,2330,0.0,1989,0.0,98075,47.5842,-121.992,2930,5020
6648900005,10/8/2014,399950.0,3,1.0,1720,8910,1.0,NO,NONE,Good,7 Average,1720,0.0,1954,0.0,98155,47.7736,-122.296,1870,8640
6083000050,6/13/2014,235000.0,3,1.75,1900,8540,1.0,,NONE,Average,6 Low Average,950,950.0,1980,0.0,98168,47.4868,-122.303,1370,10204
1180008315,7/15/2014,212000.0,3,1.0,1040,6800,1.0,NO,NONE,Very Good,6 Low Average,1040,0.0,1951,0.0,98178,47.492,-122.22399999999999,1430,6080
8651510380,8/21/2014,310000.0,3,2.0,2070,9195,1.0,NO,NONE,Average,8 Good,1220,850.0,1982,,98074,47.6491,-122.061,2080,9551
8651510380,12/16/2014,539000.0,3,2.0,2070,9195,1.0,NO,NONE,Average,8 Good,1220,850.0,1982,0.0,98074,47.6491,-122.061,2080,9551
9826701794,12/5/2014,390000.0,3,3.0,1550,1608,2.0,NO,NONE,Average,8 Good,1280,270.0,2001,0.0,98122,47.6042,-122.303,1940,1883
2790400380,12/1/2014,560000.0,3,2.5,2020,11935,1.0,NO,NONE,Good,9 Better,2020,0.0,1976,0.0,98052,47.632,-122.09200000000001,2410,12350
6979940050,9/16/2014,800000.0,5,2.5,3320,9024,2.0,NO,NONE,Average,9 Better,3320,?,1999,0.0,98075,47.5865,-122.056,3320,7665
1727001300,6/9/2014,1900000.0,4,3.25,4130,112521,2.0,NO,NONE,Average,11 Excellent,4130,0.0,1978,0.0,98005,47.6392,-122.165,3140,26147
686100380,10/27/2014,472000.0,5,2.0,2030,9804,1.0,,NONE,Average,7 Average,1110,920.0,1963,0.0,98008,47.6297,-122.11399999999999,1930,7990
4037400280,9/23/2014,502550.0,3,1.75,1770,7875,1.0,NO,NONE,Good,7 Average,1170,600.0,1958,,98008,47.606,-122.125,1670,8000
8691400010,3/27/2015,830000.0,4,3.25,3330,7809,2.0,NO,NONE,Average,9 Better,3330,0.0,2004,0.0,98075,47.5977,-121.976,3100,6465
1450300050,7/23/2014,224950.0,4,2.5,2260,9686,1.0,NO,NONE,Good,7 Average,1520,740.0,1965,0.0,98002,47.286,-122.21799999999999,1750,9916
4024101440,6/18/2014,375000.0,3,2.5,1950,6871,2.0,NO,NONE,Average,8 Good,1950,0.0,1997,0.0,98155,47.7603,-122.307,1950,7663
624100010,12/8/2014,645000.0,3,2.5,2930,19900,1.5,NO,NONE,Average,9 Better,2930,0.0,1983,0.0,98077,47.7234,-122.066,3160,20492
9523102580,5/23/2014,599000.0,3,2.75,1960,2500,1.5,NO,NONE,Very Good,7 Average,1410,550.0,1926,0.0,98103,47.6744,-122.353,2040,5000
7429000130,5/9/2015,515000.0,4,2.5,2980,12534,2.0,NO,NONE,Average,9 Better,2980,0.0,1996,0.0,98031,47.3999,-122.211,2630,12534
7335400345,5/28/2014,135000.0,2,1.0,780,6685,1.0,NO,NONE,Good,5 Fair,780,0.0,1948,0.0,98002,47.305,-122.215,880,6695
7215721330,10/23/2014,485000.0,3,2.5,1650,4218,2.0,NO,NONE,Average,8 Good,1650,0.0,2000,0.0,98075,47.5998,-122.016,1650,4559
3117100130,7/14/2014,890000.0,3,3.25,4030,12765,2.0,NO,NONE,Good,9 Better,2800,1230.0,1975,0.0,98005,47.6331,-122.166,2670,13447
2868900020,4/8/2015,215000.0,3,1.0,1010,10125,1.0,NO,NONE,Good,7 Average,1010,0.0,1972,,98042,47.3423,-122.088,1230,10125
5703500130,12/17/2014,299500.0,3,1.0,1190,9600,1.0,NO,NONE,Average,7 Average,1190,0.0,1981,,98045,47.4805,-121.762,1360,10140
3025059136,8/13/2014,800000.0,2,1.0,1050,8750,1.0,NO,NONE,Good,7 Average,1050,0.0,1951,0.0,98004,47.6294,-122.215,3360,20115
6679000130,2/9/2015,275000.0,3,2.5,1560,4244,2.0,NO,NONE,Average,7 Average,1560,0.0,2002,,98038,47.3834,-122.027,1670,4251
4222500020,2/19/2015,256400.0,3,1.5,1490,7800,1.0,NO,NONE,Average,7 Average,1010,480.0,1963,,98003,47.3431,-122.304,1570,7800
3997500130,2/24/2015,310000.0,2,1.0,770,8149,1.0,NO,NONE,Good,6 Low Average,770,0.0,1948,0.0,98155,47.7439,-122.301,820,8149
9834201205,3/4/2015,385000.0,1,1.0,620,5100,1.0,NO,NONE,Average,6 Low Average,620,0.0,1954,0.0,98144,47.5699,-122.287,1540,2676
806000020,3/10/2015,203000.0,3,1.5,1200,9120,1.0,,NONE,Average,7 Average,1000,200.0,1963,0.0,98055,47.4545,-122.18700000000001,1640,9200
507100005,3/10/2015,285000.0,4,2.0,2120,6865,1.0,NO,NONE,Average,7 Average,1060,1060.0,1954,,98133,47.7775,-122.337,1460,7780
8635760480,1/27/2015,473975.0,3,2.5,2330,3610,2.0,NO,NONE,Average,8 Good,2330,0.0,1999,0.0,98074,47.6022,-122.021,1830,2948
1328330190,7/14/2014,320000.0,3,1.75,2000,9760,1.0,NO,NONE,Good,8 Good,1400,600.0,1978,,98058,47.4417,-122.134,1890,8089
2919702040,6/12/2014,599000.0,5,2.75,2820,4608,1.0,NO,NONE,Average,7 Average,1450,1370.0,1967,,98117,47.6886,-122.361,1620,3840
3095000095,7/14/2014,580000.0,3,2.0,2040,4800,1.0,NO,NONE,Good,7 Average,1020,1020.0,1925,0.0,98126,47.5561,-122.37700000000001,1640,4800
304100010,12/9/2014,269500.0,4,2.25,1700,7056,2.0,NO,NONE,Average,7 Average,1700,0.0,1999,0.0,98001,47.3385,-122.262,1650,6025
617000089,11/17/2014,274000.0,2,1.0,820,6200,1.0,NO,NONE,Good,6 Low Average,820,0.0,1954,0.0,98166,47.4163,-122.34,1410,14000
3582750280,3/26/2015,347000.0,2,1.75,1315,2162,2.0,NO,NONE,Good,8 Good,1315,0.0,1974,0.0,98028,47.751999999999995,-122.25299999999999,1640,2128
3438500430,5/21/2014,270000.0,3,1.75,1390,10905,1.0,NO,NONE,Average,6 Low Average,860,530.0,1957,0.0,98106,47.5517,-122.36,1390,10839
8964800225,3/3/2015,1430000.0,3,2.0,1890,12017,1.0,NO,AVERAGE,Average,8 Good,1890,0.0,1949,0.0,98004,47.6203,-122.21,2000,12210
2013801350,2/20/2015,220000.0,3,1.75,1460,7226,1.0,NO,NONE,Average,7 Average,1460,0.0,1993,0.0,98198,47.3839,-122.321,1760,7226
1320069163,3/4/2015,243000.0,3,1.0,1480,15416,1.0,NO,AVERAGE,Good,8 Good,1480,0.0,1955,0.0,98022,47.2142,-121.98700000000001,1190,10758
7549800168,5/27/2014,457500.0,3,1.75,1840,4030,1.0,NO,NONE,Very Good,7 Average,1050,790.0,1925,0.0,98108,47.5549,-122.311,1840,5040
3226049466,12/19/2014,340000.0,2,1.75,1880,7208,1.0,NO,NONE,Average,7 Average,940,940.0,1951,0.0,98115,47.6946,-122.32799999999999,1880,8051
9822700285,9/18/2014,657500.0,4,1.5,1910,5000,1.5,NO,NONE,Average,7 Average,1610,300.0,1912,0.0,98105,47.6597,-122.29,2170,5000
538000250,1/12/2015,332500.0,4,2.5,2220,4720,2.0,NO,NONE,Average,7 Average,2220,0.0,1998,0.0,98038,47.3541,-122.024,2090,4717
5702450250,7/17/2014,340000.0,3,2.0,1410,10015,1.0,NO,GOOD,Average,6 Low Average,1410,0.0,1993,0.0,98045,47.4948,-121.77600000000001,1570,10485
8835900086,9/2/2014,350000.0,4,3.0,3380,16133,1.0,NO,FAIR,Average,8 Good,2330,1050.0,1959,0.0,98118,47.5501,-122.26100000000001,2500,11100
3333002302,2/13/2015,428000.0,4,2.5,1950,5602,1.0,NO,NONE,Very Good,7 Average,1120,830.0,1966,0.0,98118,47.5437,-122.291,2000,6050
7787120500,5/4/2015,515055.0,4,2.5,2400,8320,2.0,NO,NONE,Average,8 Good,2400,0.0,1999,0.0,98045,47.4808,-121.781,2430,9258
8563010420,2/4/2015,450000.0,3,1.75,1560,8968,1.0,NO,NONE,Good,8 Good,1560,0.0,1972,0.0,98008,47.6243,-122.1,1990,8034
3361400190,2/26/2015,190000.0,3,1.0,1040,8910,1.0,NO,NONE,Average,6 Low Average,1040,0.0,1943,0.0,98168,47.5024,-122.32,1330,9720
1024039001,7/17/2014,1000000.0,4,2.75,3090,16538,3.0,NO,NONE,Good,8 Good,2590,500.0,1919,,98116,47.5803,-122.40299999999999,1500,5130
6806100420,11/19/2014,299000.0,3,2.5,1850,4600,2.0,NO,NONE,Average,7 Average,1850,0.0,2005,0.0,98058,47.4661,-122.145,2160,4751
3204300225,11/3/2014,508000.0,2,1.0,1200,2500,2.0,,AVERAGE,Average,7 Average,1090,110.0,1927,0.0,98112,47.6304,-122.301,2690,4800
8857640420,10/1/2014,294000.0,4,2.25,2190,3746,2.0,NO,NONE,Average,8 Good,2190,0.0,2005,0.0,98038,47.3896,-122.03399999999999,2200,3591
4443800130,10/24/2014,320000.0,2,1.0,1380,5820,1.0,NO,NONE,Average,7 Average,1380,0.0,1918,1976.0,98117,47.6875,-122.39200000000001,1540,4076
3449800290,4/6/2015,641000.0,5,2.75,3710,8674,2.0,NO,NONE,Average,9 Better,3710,0.0,1996,0.0,98056,47.513999999999996,-122.176,3250,8678
2426059071,10/21/2014,675000.0,3,2.5,2320,98445,1.0,NO,NONE,Good,8 Good,1380,940.0,1978,,98072,47.7323,-122.116,2830,54014
2618300190,12/24/2014,255000.0,3,1.5,1110,10296,1.0,NO,NONE,Very Good,7 Average,1110,0.0,1964,,98042,47.422,-122.15299999999999,1330,10296
6181400920,4/30/2015,286651.0,3,2.5,1830,4997,2.0,NO,NONE,Average,7 Average,1830,0.0,2004,0.0,98001,47.3035,-122.28299999999999,2488,4998
424069150,2/13/2015,607500.0,4,2.5,2460,45738,1.0,NO,NONE,Good,8 Good,1650,810.0,1969,0.0,98075,47.5952,-122.056,2550,32040
856000255,2/3/2015,765000.0,3,1.0,1270,6500,1.0,NO,NONE,Good,7 Average,1270,0.0,1956,0.0,98033,47.6874,-122.214,2260,7200
1841500050,10/20/2014,334950.0,4,1.75,1700,40973,1.0,NO,NONE,Average,8 Good,1700,0.0,1961,0.0,98031,47.3439,-122.198,2760,40973
3226059071,8/19/2014,426000.0,3,1.0,1130,9147,1.0,NO,NONE,Very Good,7 Average,1130,0.0,1952,0.0,98033,47.7006,-122.197,1930,9906
524059093,8/25/2014,775000.0,3,1.75,1640,18730,1.5,NO,NONE,Good,7 Average,1640,0.0,1946,0.0,98004,47.5975,-122.196,1670,12154
1568100225,12/4/2014,343000.0,2,1.5,1040,8526,1.0,NO,NONE,Very Good,6 Low Average,1040,0.0,1953,0.0,98155,47.7349,-122.295,1310,8504
4027700726,9/8/2014,470101.0,4,2.5,2320,7800,2.0,NO,NONE,Average,8 Good,2320,0.0,1986,0.0,98028,47.7738,-122.266,2090,5721
5198600005,5/5/2015,195000.0,3,1.5,1200,7800,1.0,,NONE,Good,7 Average,1200,0.0,1958,,98002,47.3137,-122.212,1390,8415
7677300010,3/3/2015,772500.0,4,1.0,1720,4410,1.5,NO,AVERAGE,Average,7 Average,1720,0.0,1928,0.0,98117,47.6791,-122.402,2140,4500
7979900006,6/25/2014,450000.0,3,1.5,2330,11740,1.0,,NONE,Average,8 Good,1330,1000.0,1954,0.0,98155,47.7481,-122.292,2630,11740
1102000527,9/2/2014,1440000.0,4,3.75,4410,9231,3.0,NO,GOOD,Average,11 Excellent,4410,0.0,2001,0.0,98118,47.5427,-122.265,2160,6600
1115800440,9/18/2014,525000.0,4,1.75,1650,8560,1.0,NO,NONE,Average,8 Good,1650,0.0,1970,,98052,47.6652,-122.146,1700,8560
9407110680,10/8/2014,280000.0,3,1.5,1370,11400,2.0,NO,NONE,Average,7 Average,1370,0.0,1980,,98045,47.4477,-121.77,1390,9600
6084601060,7/18/2014,270000.0,3,2.5,1770,8640,1.0,NO,NONE,Average,7 Average,1420,350.0,1986,0.0,98001,47.326,-122.273,1894,7974
993001330,5/5/2014,406100.0,3,2.25,1410,1332,3.0,NO,NONE,Average,8 Good,1410,0.0,2005,0.0,98103,47.6916,-122.34,1430,1448
2475200290,10/20/2014,332544.0,2,1.75,1710,4187,1.0,NO,NONE,Average,7 Average,1710,0.0,1987,0.0,98055,47.4732,-122.18799999999999,1760,4084
5381000048,4/27/2015,110000.0,2,1.0,790,8250,1.0,NO,NONE,Average,6 Low Average,790,0.0,1947,0.0,98188,47.4523,-122.286,900,8250
5605000595,12/9/2014,685000.0,6,2.25,2770,5854,1.5,NO,NONE,Average,8 Good,2120,650.0,1921,,98112,47.6466,-122.304,2300,5450
1124000050,7/29/2014,461000.0,4,1.0,1260,8505,1.5,NO,NONE,Very Good,7 Average,1260,0.0,1951,0.0,98177,47.7181,-122.37100000000001,1480,8100
3558900430,4/14/2015,615000.0,3,2.25,2300,8067,1.0,NO,NONE,Good,8 Good,1300,1000.0,1979,0.0,98034,47.7091,-122.198,2120,9524
2708100130,5/3/2015,550000.0,2,1.0,1070,3000,1.0,NO,NONE,Good,7 Average,870,200.0,1926,0.0,98103,47.6828,-122.353,1890,3300
1236300290,10/22/2014,1060000.0,4,3.5,3850,8100,2.0,NO,FAIR,Average,11 Excellent,2430,1420.0,1995,0.0,98033,47.6855,-122.19,2620,9346
525069099,10/22/2014,685000.0,3,2.5,2320,219978,2.0,NO,NONE,Good,8 Good,2320,0.0,1993,,98053,47.6847,-122.064,2340,88862
3262300235,11/26/2014,1560000.0,5,2.5,2870,16238,2.0,NO,NONE,Good,8 Good,2870,0.0,1962,0.0,98039,47.6308,-122.238,2870,16238
5104510130,6/3/2014,312000.0,4,2.5,1830,5175,2.0,NO,NONE,Average,7 Average,1830,0.0,2003,0.0,98038,47.3565,-122.016,1830,5175
7197350050,7/1/2014,507500.0,3,1.75,1990,9594,1.0,NO,NONE,Average,8 Good,1190,800.0,1977,,98052,47.6617,-122.137,1930,9765
2822049148,9/18/2014,217000.0,3,1.0,1110,9827,1.0,NO,NONE,Average,7 Average,1110,0.0,1966,0.0,98198,47.369,-122.311,1540,10187
7558300170,12/12/2014,439000.0,3,2.25,1830,13477,1.0,NO,GOOD,Good,7 Average,1170,660.0,1981,0.0,98034,47.7243,-122.21,1960,11344
7852190050,6/26/2014,620000.0,6,3.5,3600,6875,2.0,NO,NONE,Average,8 Good,2740,860.0,2004,0.0,98065,47.5401,-121.87899999999999,3150,6663
1277000020,8/12/2014,915000.0,4,2.5,3210,8532,2.0,NO,NONE,Average,10 Very Good,3210,0.0,1998,0.0,98007,47.625,-122.14399999999999,2950,6753
567000660,12/4/2014,425000.0,4,2.0,1490,5300,1.0,NO,NONE,Average,7 Average,1110,380.0,1977,0.0,98144,47.5949,-122.296,1330,1499
9214400396,2/27/2015,435000.0,2,1.0,990,5643,1.0,NO,NONE,Average,7 Average,870,120.0,1947,0.0,98115,47.6802,-122.29799999999999,1280,5700
9406520290,12/29/2014,305000.0,3,2.25,1646,12414,2.0,,NONE,Average,7 Average,1646,0.0,1996,0.0,98038,47.363,-122.035,1654,8734
2112700895,3/26/2015,276000.0,2,1.0,720,4000,1.0,NO,NONE,Average,6 Low Average,720,0.0,1918,0.0,98106,47.5346,-122.353,1630,4000
2474400250,6/30/2014,327500.0,3,2.25,2310,7200,2.0,NO,NONE,Average,8 Good,2310,0.0,1990,0.0,98031,47.4051,-122.193,1960,7201
3889100029,6/17/2014,810000.0,3,2.5,2670,10481,2.0,,NONE,Average,9 Better,2670,0.0,2003,0.0,98033,47.6673,-122.176,2620,8895
11501310,11/21/2014,715000.0,3,3.25,3060,9055,2.0,NO,NONE,Average,10 Very Good,2460,600.0,1994,0.0,98052,47.6971,-122.101,2990,9598
5672000020,8/5/2014,272000.0,3,1.5,1380,11760,1.0,NO,NONE,Good,7 Average,1380,0.0,1963,0.0,98055,47.4243,-122.20200000000001,1650,9855
6668900005,4/21/2015,266000.0,2,1.0,700,5559,1.0,NO,NONE,Very Good,6 Low Average,700,0.0,1949,0.0,98155,47.7492,-122.311,1230,8100
2346800005,4/27/2015,543000.0,3,1.5,1710,8364,2.0,,AVERAGE,Average,7 Average,1710,0.0,1944,0.0,98136,47.5175,-122.39299999999999,2430,9040
2872900050,10/7/2014,400000.0,3,2.5,1450,8064,1.0,NO,NONE,Average,8 Good,1450,0.0,1984,0.0,98074,47.6256,-122.037,1710,9554
4040600190,8/6/2014,509500.0,5,2.25,2060,9000,1.0,,NONE,Good,7 Average,1320,740.0,1961,0.0,98007,47.6122,-122.137,2050,8800
7129301578,5/21/2014,495000.0,3,3.5,2380,6250,2.0,NO,GOOD,Average,8 Good,1670,710.0,1997,0.0,98118,47.5137,-122.25200000000001,2540,4010
3955900500,3/13/2015,424950.0,4,2.5,2760,5564,2.0,NO,NONE,Average,7 Average,2760,0.0,2001,0.0,98056,47.4814,-122.189,2670,5626
7788400170,9/26/2014,230000.0,3,1.0,940,10875,1.0,NO,NONE,Average,7 Average,940,0.0,1957,0.0,98056,47.5121,-122.16799999999999,1250,11200
3831000010,8/6/2014,235000.0,4,1.5,1760,6150,1.5,NO,NONE,Average,7 Average,1760,0.0,1951,,98031,47.3871,-122.22399999999999,1760,8276
3885803895,3/9/2015,763000.0,3,2.0,1360,8752,1.0,,AVERAGE,Good,6 Low Average,1360,0.0,1942,0.0,98033,47.6879,-122.208,2530,7680
3810000480,9/19/2014,350000.0,3,1.75,2010,6150,2.0,NO,NONE,Very Good,7 Average,2010,0.0,1939,,98178,47.4975,-122.23100000000001,1770,7380
6169901197,11/26/2014,900000.0,3,1.5,2160,2260,2.0,,AVERAGE,Very Good,8 Good,1620,540.0,1917,0.0,98119,47.6321,-122.37100000000001,2570,2400
6882520050,10/7/2014,250000.0,3,1.0,930,6060,1.0,,NONE,Good,6 Low Average,930,0.0,1973,0.0,98118,47.5289,-122.28,1640,6364
2608300103,1/26/2015,225000.0,3,2.5,1020,2040,2.0,NO,NONE,Average,7 Average,720,300.0,2004,,98106,47.5294,-122.361,1060,1478
3530400080,12/26/2014,255000.0,2,2.0,1360,5433,1.0,NO,NONE,Average,8 Good,1360,0.0,1974,2003.0,98198,47.3804,-122.32,1160,5264
1099760470,6/4/2014,161700.0,4,1.75,1720,7200,1.0,NO,NONE,Average,7 Average,1220,500.0,1974,,98023,47.306000000000004,-122.375,1790,7200
4327600010,2/2/2015,336000.0,3,3.0,1790,13350,1.0,NO,NONE,Average,7 Average,1190,600.0,1988,0.0,98178,47.4958,-122.262,1740,10624
6150200005,10/23/2014,410500.0,3,1.0,1150,6800,1.0,NO,NONE,Average,7 Average,1150,0.0,1954,0.0,98133,47.727,-122.339,1210,6800
4019300480,11/11/2014,502700.0,4,3.5,2710,14016,2.0,NO,NONE,Good,8 Good,2710,0.0,1968,0.0,98155,47.7601,-122.286,1590,27903
6855100010,9/23/2014,505000.0,3,2.5,2400,9601,1.0,NO,NONE,Very Good,7 Average,1390,1010.0,1977,0.0,98034,47.7256,-122.211,2010,9943
5249801440,12/16/2014,250000.0,3,1.0,1660,7650,1.5,,NONE,Average,7 Average,1350,310.0,1910,0.0,98118,47.5576,-122.277,1750,5760
5249801440,4/22/2015,570000.0,3,1.0,1660,7650,1.5,,NONE,Average,7 Average,1350,310.0,1910,0.0,98118,47.5576,-122.277,1750,5760
7524350080,3/18/2015,349900.0,4,2.5,2290,8796,2.0,NO,NONE,Average,8 Good,2290,0.0,1994,,98198,47.3762,-122.318,2130,8796
1137800460,12/9/2014,465000.0,3,2.5,2870,25663,2.0,NO,NONE,Average,10 Very Good,2870,0.0,1988,0.0,98003,47.2769,-122.333,2950,24347
587550280,5/30/2014,625000.0,4,3.25,4240,25639,2.0,,GOOD,Average,10 Very Good,3550,690.0,1989,0.0,98023,47.3241,-122.37799999999999,3590,24967
871001365,2/19/2015,655000.0,3,1.75,1800,5102,1.0,NO,NONE,Average,7 Average,1170,630.0,1952,0.0,98199,47.6514,-122.40700000000001,1720,5102
1430800279,3/27/2015,469000.0,4,1.75,2960,11347,1.0,NO,NONE,Good,8 Good,1570,1390.0,1946,,98166,47.4738,-122.353,1660,8911
1226039130,10/9/2014,355000.0,3,2.25,1980,7200,1.0,NO,NONE,Average,8 Good,1300,680.0,1964,0.0,98177,47.7625,-122.36,1820,8250
7254000050,2/24/2015,596000.0,3,2.5,1730,2631,2.0,,NONE,Average,8 Good,1730,0.0,2001,0.0,98005,47.5878,-122.165,1730,2751
3530200020,4/2/2015,790000.0,4,2.5,3020,36893,2.0,NO,NONE,Average,9 Better,3020,0.0,1986,2007.0,98077,47.768,-122.09200000000001,3020,36444
2386000020,10/8/2014,885000.0,4,2.25,4470,86225,2.0,NO,NONE,Average,10 Very Good,4470,0.0,1991,,98053,47.6377,-121.985,3850,97049
6738700225,9/12/2014,1030000.0,4,3.25,2830,4000,2.0,,NONE,Average,9 Better,1910,920.0,1912,,98144,47.5845,-122.291,2740,4000
6821600005,4/3/2015,710000.0,4,1.75,2120,5400,1.0,NO,NONE,Good,8 Good,1060,1060.0,1941,0.0,98199,47.6501,-122.395,2052,6000
3579000010,8/14/2014,428040.0,3,2.5,2150,9266,2.0,NO,NONE,Average,8 Good,2150,0.0,1988,0.0,98028,47.7445,-122.24799999999999,2150,12550
9359100101,4/14/2015,1370000.0,5,2.25,3510,13843,1.0,NO,AVERAGE,Average,8 Good,1850,1660.0,1959,0.0,98040,47.5817,-122.24600000000001,2680,8750
6819100122,6/5/2014,546000.0,2,1.0,970,3400,1.0,NO,NONE,Average,7 Average,970,0.0,1924,0.0,98109,47.6444,-122.35700000000001,1180,3600
3908100020,8/3/2014,540000.0,4,1.0,1360,5766,1.5,NO,NONE,Very Good,7 Average,1360,0.0,1951,0.0,98115,47.6827,-122.289,1500,5704
6392001950,9/8/2014,435000.0,3,2.5,1470,3000,1.0,NO,NONE,Average,7 Average,930,540.0,1985,0.0,98115,47.6832,-122.286,1470,5588
2872900280,4/6/2015,540000.0,4,2.25,3040,10283,1.0,NO,NONE,Good,8 Good,1430,1610.0,1984,0.0,98074,47.6268,-122.038,1870,11074
6437400101,11/13/2014,284000.0,2,1.0,860,7204,1.0,NO,NONE,Average,7 Average,860,0.0,1918,0.0,98106,47.5361,-122.351,1200,7500
7227502155,7/14/2014,208000.0,2,1.0,820,5700,1.0,NO,NONE,Very Good,5 Fair,820,0.0,1942,0.0,98056,47.4915,-122.184,1000,5700
1115100169,12/3/2014,315000.0,3,1.75,1900,7076,1.0,NO,NONE,Average,7 Average,1130,770.0,1977,0.0,98155,47.7569,-122.32600000000001,1540,10113
2919702705,7/31/2014,417500.0,2,1.0,1330,5510,1.0,NO,NONE,Average,6 Low Average,850,480.0,1910,0.0,98117,47.6901,-122.36200000000001,1200,4150
7302000500,9/17/2014,345000.0,3,1.75,1240,38095,1.0,NO,NONE,Average,7 Average,1240,0.0,1978,0.0,98053,47.6522,-121.97,2060,38552
6021503656,9/2/2014,375000.0,3,2.5,1330,1064,3.0,NO,NONE,Average,8 Good,1330,0.0,2004,0.0,98117,47.6835,-122.387,1330,1113
8665200020,6/23/2014,389800.0,3,1.75,1880,12821,1.0,NO,NONE,Average,7 Average,1880,0.0,1959,,98155,47.7681,-122.305,1540,12868
3288301330,4/8/2015,475000.0,3,1.75,1890,7560,1.0,NO,NONE,Average,8 Good,1430,460.0,1973,0.0,98034,47.7322,-122.185,1890,9095
2621700010,5/8/2014,569000.0,4,2.25,2250,41688,2.0,NO,NONE,Average,8 Good,2250,0.0,1980,,98053,47.6695,-122.05,2350,37920
1824079073,3/31/2015,985000.0,5,4.25,4650,108464,2.0,NO,NONE,Average,10 Very Good,3260,1390.0,1999,0.0,98024,47.5669,-121.956,2810,155509
1954440080,1/29/2015,532000.0,3,2.5,1830,8022,2.0,NO,NONE,Average,8 Good,1830,0.0,1987,0.0,98074,47.6198,-122.044,2030,7736
7452500285,8/11/2014,280000.0,2,1.0,720,5000,1.0,NO,NONE,Very Good,6 Low Average,720,0.0,1951,0.0,98126,47.5195,-122.374,810,5000
7937600380,2/17/2015,435000.0,4,2.0,1960,50112,1.0,NO,NONE,Good,7 Average,1050,910.0,1963,0.0,98058,47.4353,-122.084,2340,44967
5153200651,3/16/2015,223000.0,3,1.0,1220,71191,1.0,NO,NONE,Average,6 Low Average,1220,0.0,1952,0.0,98023,47.3261,-122.353,1960,15378
2323069022,1/15/2015,390000.0,2,1.0,1800,119790,1.0,NO,NONE,Good,7 Average,1200,600.0,1947,,98027,47.4617,-122.012,2320,79208
1328340380,10/27/2014,315000.0,3,1.75,1340,12800,1.0,NO,NONE,Average,7 Average,880,460.0,1981,,98058,47.4437,-122.137,1500,7875
2256500005,10/14/2014,612000.0,3,3.0,1740,3700,1.0,NO,NONE,Average,7 Average,1740,0.0,1982,0.0,98122,47.6102,-122.309,1830,2480
9828200545,5/13/2014,591000.0,3,1.75,1680,2400,1.0,NO,NONE,Very Good,7 Average,870,810.0,1922,0.0,98122,47.6155,-122.3,1440,3600
686450080,7/11/2014,800000.0,4,2.25,3220,8436,2.0,NO,NONE,Average,8 Good,3220,0.0,1968,0.0,98008,47.6381,-122.116,2500,7632
2571900380,1/22/2015,225000.0,3,2.0,1610,8400,1.0,NO,NONE,Average,8 Good,1610,0.0,1990,0.0,98022,47.1958,-122.009,1930,8459
